job_title,education,experience,salary
Data Scientist,Bachelor,9.0,224779.96
Data Scientist,Master,3.6,165828.52
ML Engineer,Bachelor,3.2,175303.59
AI Researcher,Bachelor,5.6,212409.48
DevOps Engineer,Master,4.9,159268.2
Backend Developer,High School,2.6,124354.89
DevOps Engineer,High School,3.5,143900.07
Data Scientist,High School,6.1,191822.92
Software Engineer,Bachelor,7.1,190757.03
Software Engineer,Bachelor,2.7,140326.93
ML Engineer,PhD,3.5,194573.67
Data Scientist,Bachelor,7.2,199371.45
DevOps Engineer,Bachelor,5.9,157797.45
Backend Developer,Bachelor,5.4,153981.31
ML Engineer,Master,5.6,204963.8
AI Researcher,Master,7.6,240761.21
Data Engineer,Master,5.2,185614.01
Software Engineer,Master,4.3,155105.28
Cloud Architect,Master,3.5,181255.79
Data Scientist,Bachelor,6.9,210429.64
Data Scientist,High School,4.7,171805.1
Data Engineer,Master,6.3,193275.09
ML Engineer,Bachelor,7.3,218627.47
AI Researcher,Bachelor,4.1,191906.18
DevOps Engineer,Master,5.2,165359.22
Data Engineer,Bachelor,5.4,175993.2
AI Researcher,PhD,7.0,231713.66
Backend Developer,Master,5.2,152750.92
Backend Developer,Bachelor,3.2,130484.87
AI Researcher,PhD,3.4,194756.3
Data Scientist,Master,5.3,184028.61
Backend Developer,Bachelor,6.6,174597.39
Backend Developer,Master,4.3,137411.22
AI Researcher,High School,8.7,251653.3
Cloud Architect,High School,5.2,213692.79
Data Scientist,Bachelor,3.0,148020.48
DevOps Engineer,Bachelor,2.4,125255.11
AI Researcher,Bachelor,5.7,207324.92
Data Scientist,Bachelor,0.7,128699.65
AI Researcher,PhD,5.1,205334.05
ML Engineer,Master,8.3,235247.36
Backend Developer,PhD,4.1,153058.89
DevOps Engineer,Bachelor,2.0,121953.21
DevOps Engineer,PhD,4.2,154603.52
Cloud Architect,PhD,4.8,219067.59
Cloud Architect,Bachelor,4.9,205343.19
Data Scientist,Master,1.1,138242.79
DevOps Engineer,PhD,7.4,195502.73
DevOps Engineer,PhD,6.6,184660.83
Backend Developer,Master,5.2,157003.91
ML Engineer,Bachelor,7.6,234581.73
Software Engineer,Bachelor,3.5,152975.71
AI Researcher,Bachelor,8.1,233824.78
Cloud Architect,Master,3.6,179039.6
Data Engineer,Master,3.7,156294.28
ML Engineer,PhD,2.7,180114.14
Backend Developer,Master,5.0,155529.13
Data Scientist,High School,7.0,203009.4
Backend Developer,PhD,0.0,112114.61
Data Engineer,PhD,3.5,163779.05
ML Engineer,PhD,1.8,172810.52
Cloud Architect,Bachelor,5.2,208461.22
Data Engineer,PhD,2.4,147336.93
DevOps Engineer,High School,5.4,158071.05
Backend Developer,Master,5.3,158147.6
Data Engineer,Bachelor,3.6,157764.53
Backend Developer,Bachelor,4.8,154429.07
ML Engineer,Master,7.3,225512.01
AI Researcher,Bachelor,1.7,156124.05
DevOps Engineer,Bachelor,7.7,189524.12
ML Engineer,High School,5.6,203538.32
Data Scientist,Bachelor,9.3,231559.62
ML Engineer,Bachelor,4.9,192154.51
Cloud Architect,Bachelor,4.7,207561.73
Software Engineer,Master,8.0,195209.77
Data Engineer,Master,0.1,115729.67
AI Researcher,Bachelor,8.0,239434.3
AI Researcher,Bachelor,5.1,207547.1
Data Scientist,High School,2.9,153072.71
AI Researcher,Bachelor,5.0,208326.47
Data Engineer,Bachelor,3.0,140466.92
Data Engineer,Master,7.8,209966.28
Software Engineer,Master,5.1,164773.14
Backend Developer,Bachelor,2.2,123490.0
AI Researcher,Bachelor,2.0,163218.76
DevOps Engineer,High School,7.9,183048.5
DevOps Engineer,Master,2.3,131512.69
Cloud Architect,Bachelor,7.6,249115.64
Cloud Architect,High School,5.8,222092.97
AI Researcher,High School,6.2,216899.18
AI Researcher,High School,5.5,206018.61
AI Researcher,Bachelor,4.5,202554.64
Cloud Architect,Bachelor,4.5,204727.37
DevOps Engineer,Bachelor,5.0,155623.86
DevOps Engineer,High School,4.9,159322.83
AI Researcher,PhD,5.9,232657.11
ML Engineer,Master,8.6,236583.39
Software Engineer,PhD,6.3,189909.3
Data Scientist,PhD,4.8,192456.85
Backend Developer,PhD,4.1,144193.23
AI Researcher,Master,3.8,187250.6
ML Engineer,Bachelor,7.0,217834.72
Data Engineer,PhD,9.2,229672.96
Cloud Architect,Master,7.6,249081.93
Data Scientist,Master,3.1,158151.52
AI Researcher,Bachelor,7.8,251586.23
ML Engineer,Bachelor,4.7,191891.51
DevOps Engineer,High School,3.7,148972.5
Cloud Architect,Master,6.5,231082.9
Data Scientist,Bachelor,3.3,159136.02
Data Scientist,Bachelor,6.4,197168.08
Backend Developer,Bachelor,7.0,172559.35
Data Scientist,High School,3.1,166307.58
ML Engineer,PhD,6.8,228333.2
Data Scientist,Bachelor,4.1,174772.43
DevOps Engineer,Master,6.1,162002.23
Backend Developer,High School,6.9,164513.59
AI Researcher,PhD,6.9,243744.92
Data Engineer,PhD,3.9,158287.87
Data Engineer,Master,2.1,134330.75
AI Researcher,PhD,6.8,243122.92
Software Engineer,Bachelor,10.3,227877.43
Backend Developer,PhD,5.2,172515.09
Backend Developer,Bachelor,6.5,162307.49
Backend Developer,Master,3.6,124304.1
DevOps Engineer,Bachelor,5.3,175502.02
AI Researcher,Bachelor,7.1,232319.69
Backend Developer,Bachelor,5.8,148511.87
ML Engineer,PhD,2.8,179473.72
Backend Developer,High School,5.0,157380.26
Backend Developer,PhD,3.3,143480.37
DevOps Engineer,Bachelor,3.7,140984.64
AI Researcher,PhD,4.3,205305.05
Software Engineer,Master,6.3,181857.99
Cloud Architect,Bachelor,7.2,242695.05
Software Engineer,Master,5.4,176368.38
Backend Developer,Master,7.9,179910.6
Backend Developer,PhD,3.0,150606.89
Data Engineer,Bachelor,6.7,198988.58
ML Engineer,PhD,4.2,201020.31
Software Engineer,Bachelor,6.5,190067.93
AI Researcher,Master,1.7,159640.47
Software Engineer,PhD,1.6,137316.84
DevOps Engineer,Master,8.1,185545.0
AI Researcher,PhD,5.3,212771.89
AI Researcher,Bachelor,7.6,242175.91
Software Engineer,Bachelor,3.4,138508.46
Software Engineer,Bachelor,3.5,141275.44
Backend Developer,Bachelor,1.6,118656.7
Data Engineer,High School,4.7,167609.34
Data Scientist,Master,2.4,150741.27
AI Researcher,Master,5.6,199348.64
Data Scientist,Bachelor,2.6,156841.73
Backend Developer,High School,6.2,155308.03
DevOps Engineer,Bachelor,5.3,161040.35
AI Researcher,Master,5.9,223471.49
DevOps Engineer,Master,8.4,196884.31
Backend Developer,Master,1.6,113536.92
Backend Developer,PhD,3.6,139641.19
Data Engineer,Bachelor,4.8,174421.06
AI Researcher,PhD,4.7,201901.33
Data Engineer,Bachelor,4.3,172449.08
Data Engineer,High School,5.9,183781.67
Software Engineer,Master,5.1,175775.85
Cloud Architect,Bachelor,2.0,170520.88
ML Engineer,PhD,5.0,209445.74
ML Engineer,Master,6.7,225250.1
Data Engineer,Bachelor,4.0,162430.14
Data Scientist,Master,5.5,188143.84
Data Engineer,PhD,3.4,165732.08
Backend Developer,Bachelor,8.2,175752.37
Software Engineer,High School,6.9,183423.37
DevOps Engineer,Bachelor,1.4,121898.72
AI Researcher,Master,3.2,175231.33
ML Engineer,PhD,3.5,192589.94
Cloud Architect,PhD,1.8,172793.4
DevOps Engineer,Master,5.1,159875.82
Data Scientist,Master,4.2,167493.76
DevOps Engineer,Bachelor,3.0,130078.62
ML Engineer,Bachelor,3.0,168396.82
AI Researcher,PhD,5.5,227584.92
Data Scientist,Master,4.4,176046.23
DevOps Engineer,Bachelor,4.1,146752.46
Backend Developer,Master,3.6,133657.94
ML Engineer,PhD,5.9,226533.27
Cloud Architect,High School,6.0,229452.97
DevOps Engineer,Bachelor,7.0,169066.91
Data Scientist,PhD,4.9,187442.89
Software Engineer,High School,7.2,191464.97
Data Engineer,Master,3.3,150522.51
AI Researcher,Bachelor,5.5,213753.1
Data Scientist,Bachelor,2.9,157698.92
ML Engineer,Master,6.0,204336.23
ML Engineer,Bachelor,4.1,179614.22
DevOps Engineer,Bachelor,2.8,123003.32
AI Researcher,PhD,2.1,174819.3
DevOps Engineer,PhD,3.6,163395.78
AI Researcher,High School,7.1,229737.89
Data Scientist,Master,7.0,204053.28
Data Scientist,Master,2.3,143834.82
DevOps Engineer,Bachelor,6.7,169674.29
ML Engineer,High School,1.7,156826.46
Backend Developer,Bachelor,5.3,143421.76
Cloud Architect,Master,6.0,220552.68
Data Engineer,PhD,5.6,189109.74
Data Engineer,Master,1.8,136753.68
Data Scientist,PhD,5.6,207467.89
Backend Developer,PhD,2.5,136316.29
AI Researcher,High School,7.6,223773.82
Software Engineer,Bachelor,1.3,126608.14
Cloud Architect,Bachelor,4.2,199092.61
DevOps Engineer,High School,9.2,206761.14
ML Engineer,High School,6.2,203918.65
Data Engineer,PhD,7.2,211030.21
Backend Developer,Master,0.0,104101.53
Data Scientist,Master,4.2,172173.43
Data Engineer,High School,6.0,183014.75
Data Engineer,PhD,7.1,204380.39
Data Engineer,High School,4.4,170912.18
DevOps Engineer,Bachelor,4.8,166540.85
AI Researcher,Bachelor,5.6,214565.96
Backend Developer,Master,2.7,126846.02
DevOps Engineer,Master,6.7,170060.11
Cloud Architect,PhD,2.1,181464.65
DevOps Engineer,Bachelor,0.0,97201.34
Cloud Architect,Bachelor,5.2,204645.62
ML Engineer,Master,4.9,183422.32
DevOps Engineer,PhD,3.8,166930.87
Data Engineer,Bachelor,4.1,157632.5
DevOps Engineer,Master,8.2,196096.82
Software Engineer,PhD,5.0,166452.06
Data Engineer,Bachelor,8.5,217636.72
Software Engineer,Bachelor,8.4,205309.45
Data Scientist,PhD,6.5,208359.87
AI Researcher,Master,4.1,182366.13
Cloud Architect,Bachelor,4.6,198842.82
ML Engineer,Master,4.9,194046.58
ML Engineer,Master,6.1,211599.62
Cloud Architect,PhD,4.3,215471.08
ML Engineer,Bachelor,3.8,177890.9
Software Engineer,Bachelor,5.9,177275.19
ML Engineer,PhD,4.2,195629.0
AI Researcher,Bachelor,4.7,198496.25
Software Engineer,Bachelor,4.3,161055.98
Backend Developer,Master,3.1,123687.75
DevOps Engineer,PhD,4.2,151930.3
DevOps Engineer,Master,8.0,191629.8
Software Engineer,Bachelor,7.1,192081.19
Cloud Architect,High School,4.7,205992.86
Cloud Architect,Bachelor,6.6,235630.22
DevOps Engineer,Master,5.9,161780.16
Cloud Architect,Master,5.5,204806.34
Backend Developer,Master,4.6,149277.99
AI Researcher,Bachelor,4.0,187678.3
DevOps Engineer,Bachelor,4.7,155134.65
Backend Developer,PhD,3.2,139957.34
ML Engineer,Bachelor,3.4,175632.57
Data Scientist,Bachelor,2.3,148234.63
Data Engineer,Master,4.6,161419.25
DevOps Engineer,PhD,6.0,185691.27
DevOps Engineer,Bachelor,2.1,124159.27
Data Engineer,Bachelor,4.4,168353.3
Backend Developer,Master,6.6,165803.24
AI Researcher,Bachelor,6.3,216118.12
Software Engineer,Bachelor,8.4,209546.95
AI Researcher,Master,3.6,183941.13
Data Engineer,PhD,6.1,194718.18
ML Engineer,Master,8.1,232329.92
AI Researcher,Master,2.2,162419.4
DevOps Engineer,PhD,4.8,168416.03
Data Engineer,PhD,4.1,178755.3
Backend Developer,Master,2.7,126963.33
Software Engineer,Bachelor,6.3,174821.16
Software Engineer,Master,5.2,168146.12
Cloud Architect,Bachelor,4.2,191880.0
Cloud Architect,Bachelor,4.2,195711.99
Cloud Architect,PhD,5.4,231892.18
Software Engineer,Master,2.6,141650.43
ML Engineer,High School,2.8,175744.18
DevOps Engineer,Master,7.6,180349.08
Cloud Architect,High School,3.5,191526.86
DevOps Engineer,PhD,7.7,188585.1
Data Engineer,Master,4.7,180565.17
Data Engineer,Bachelor,7.8,208388.14
Cloud Architect,PhD,8.0,270253.66
Software Engineer,PhD,3.8,156059.87
AI Researcher,Master,2.7,165739.4
Software Engineer,Bachelor,5.5,160155.86
Cloud Architect,Bachelor,1.6,168133.91
DevOps Engineer,Bachelor,6.9,175794.65
Data Engineer,PhD,2.2,150109.62
Software Engineer,Master,5.5,176204.29
AI Researcher,Master,0.0,130555.31
ML Engineer,Bachelor,7.3,225811.71
ML Engineer,PhD,5.4,215343.3
AI Researcher,PhD,7.9,258941.51
AI Researcher,Master,3.4,180005.21
AI Researcher,High School,4.3,193165.8
Backend Developer,Master,5.1,155042.4
DevOps Engineer,High School,6.3,171394.44
Software Engineer,Master,4.8,158835.76
Backend Developer,Master,2.4,124803.77
AI Researcher,Master,4.7,201136.15
Cloud Architect,Bachelor,8.2,256004.69
Data Engineer,High School,3.4,153849.34
Data Engineer,Master,4.3,161643.05
Cloud Architect,Master,6.7,224203.08
Data Scientist,Master,7.8,205736.39
ML Engineer,Master,0.8,141748.11
Cloud Architect,Master,7.9,244242.48
Backend Developer,Bachelor,6.6,165800.16
DevOps Engineer,Bachelor,6.3,178939.12
Software Engineer,Master,3.8,152233.34
ML Engineer,PhD,8.5,260363.89
Software Engineer,High School,2.7,140917.71
AI Researcher,Master,5.8,210117.19
Cloud Architect,Master,4.5,205808.72
Data Engineer,Bachelor,7.4,202758.14
Data Scientist,Master,1.8,135125.11
ML Engineer,Bachelor,6.4,209243.06
DevOps Engineer,Bachelor,4.9,160213.42
AI Researcher,PhD,3.7,201596.95
AI Researcher,Master,6.9,237292.21
AI Researcher,Bachelor,7.4,223190.58
ML Engineer,Master,6.0,203920.55
Software Engineer,High School,6.0,173388.67
Software Engineer,PhD,3.8,160977.88
Cloud Architect,Bachelor,3.2,193763.42
Data Scientist,PhD,5.6,196930.2
Data Scientist,Bachelor,8.2,216889.15
Cloud Architect,PhD,8.3,279096.35
ML Engineer,Master,1.4,150963.41
Cloud Architect,Master,8.3,253211.68
Software Engineer,Master,3.6,145426.27
AI Researcher,Bachelor,7.8,244179.58
DevOps Engineer,Master,6.4,164305.73
Data Scientist,Bachelor,5.7,188331.16
AI Researcher,Master,2.0,163975.08
Data Engineer,Master,1.6,131309.81
DevOps Engineer,Master,9.8,204981.44
ML Engineer,Master,7.5,229621.06
Backend Developer,Bachelor,2.5,120142.04
AI Researcher,Master,7.1,233845.85
Data Scientist,Bachelor,6.5,195694.94
Data Scientist,High School,5.4,182630.86
DevOps Engineer,Bachelor,3.0,137324.14
Backend Developer,PhD,6.6,180107.48
DevOps Engineer,Bachelor,5.4,162270.39
Cloud Architect,Bachelor,5.7,214210.18
ML Engineer,Master,0.2,136030.97
AI Researcher,PhD,5.8,224883.74
Software Engineer,PhD,5.3,177563.73
Data Scientist,PhD,5.2,198003.55
Cloud Architect,Bachelor,3.7,189011.91
ML Engineer,PhD,2.9,174401.63
Software Engineer,Bachelor,8.8,207342.56
Software Engineer,Bachelor,7.0,178922.39
Data Scientist,Bachelor,6.4,201968.39
Data Engineer,Master,7.3,202910.66
Software Engineer,Bachelor,6.9,195872.31
Backend Developer,Master,5.1,149251.1
Data Scientist,Master,6.2,192010.18
ML Engineer,Master,4.0,178332.07
DevOps Engineer,PhD,4.9,163710.12
DevOps Engineer,PhD,2.9,141347.75
Software Engineer,High School,4.0,158012.17
Backend Developer,Bachelor,6.1,153005.76
Backend Developer,Master,4.1,136950.11
Data Scientist,High School,4.7,177594.31
Data Scientist,PhD,5.0,192520.51
Backend Developer,Bachelor,5.4,146618.93
Cloud Architect,Bachelor,2.5,180428.14
Data Engineer,Master,7.8,211117.73
Cloud Architect,Bachelor,1.0,155069.32
Cloud Architect,Master,6.3,218732.81
AI Researcher,Bachelor,6.2,218715.88
Software Engineer,PhD,6.5,192049.42
Data Scientist,Bachelor,1.9,145514.11
DevOps Engineer,PhD,4.7,162773.51
AI Researcher,Master,3.4,176300.44
Data Engineer,Bachelor,3.4,162152.76
Software Engineer,PhD,3.9,163850.93
Cloud Architect,Bachelor,5.9,222994.32
ML Engineer,High School,3.2,169433.03
DevOps Engineer,Bachelor,8.2,189863.06
Data Engineer,Master,4.1,161277.64
AI Researcher,High School,7.3,230046.66
Software Engineer,PhD,5.1,181687.51
Cloud Architect,High School,4.2,202297.69
Data Scientist,PhD,6.1,204456.12
Cloud Architect,Bachelor,1.2,156262.69
DevOps Engineer,Master,3.0,137983.84
Data Scientist,Master,2.7,151794.71
Backend Developer,High School,3.6,132184.21
Software Engineer,Bachelor,4.0,156357.77
ML Engineer,Bachelor,7.0,224247.67
Cloud Architect,Bachelor,8.4,251989.63
Cloud Architect,Master,2.9,178614.01
Data Engineer,Bachelor,4.4,170262.58
Software Engineer,High School,7.1,184716.59
Data Scientist,Master,3.6,161241.27
Backend Developer,PhD,4.2,151513.21
Backend Developer,High School,6.2,163607.45
Cloud Architect,PhD,1.4,178069.65
Data Engineer,High School,0.7,115403.61
Data Scientist,Master,6.2,201986.91
Backend Developer,PhD,9.5,213327.35
DevOps Engineer,High School,5.7,158321.67
Data Scientist,Bachelor,5.0,189436.32
ML Engineer,Bachelor,1.9,148641.14
Software Engineer,Bachelor,8.5,202959.64
Data Engineer,Master,5.4,174890.07
Cloud Architect,Bachelor,6.2,223168.27
ML Engineer,PhD,4.7,199549.84
Backend Developer,Bachelor,4.1,143613.25
ML Engineer,Bachelor,4.4,196151.89
AI Researcher,PhD,3.0,199266.49
Software Engineer,Bachelor,4.8,165646.25
Data Engineer,Master,6.8,194825.39
AI Researcher,Master,5.6,216211.68
Data Scientist,Bachelor,6.7,196103.77
DevOps Engineer,Bachelor,5.1,159334.2
Data Scientist,Bachelor,5.1,184624.42
Cloud Architect,High School,5.6,223873.33
Data Scientist,PhD,4.2,177102.25
Data Scientist,Master,7.4,210700.23
Cloud Architect,PhD,7.7,255511.86
Data Scientist,PhD,0.8,140849.76
Cloud Architect,Bachelor,4.4,199935.69
Backend Developer,Bachelor,8.0,171566.59
ML Engineer,Bachelor,6.3,213391.17
Software Engineer,Bachelor,5.8,174994.2
Cloud Architect,Bachelor,5.2,208060.31
ML Engineer,High School,5.5,200024.75
DevOps Engineer,PhD,8.3,206675.47
Data Engineer,Bachelor,8.6,216288.54
Backend Developer,Bachelor,4.8,146598.52
DevOps Engineer,PhD,9.3,211688.68
Data Scientist,PhD,7.3,223735.19
AI Researcher,Bachelor,7.0,219060.81
ML Engineer,Bachelor,5.6,200150.61
AI Researcher,High School,0.4,141336.33
Software Engineer,Master,7.1,191490.57
Cloud Architect,Bachelor,4.8,203465.79
AI Researcher,Master,5.9,209449.52
Cloud Architect,Bachelor,4.0,184723.08
Backend Developer,PhD,5.9,173184.86
Backend Developer,Bachelor,3.4,127924.83
ML Engineer,PhD,6.5,227679.8
Cloud Architect,Bachelor,3.0,180955.67
Cloud Architect,Bachelor,4.4,197998.25
ML Engineer,PhD,0.9,154506.73
Backend Developer,Bachelor,6.1,158949.6
ML Engineer,PhD,8.2,250527.49
AI Researcher,Bachelor,3.6,185360.32
Cloud Architect,Master,7.4,242774.1
Data Engineer,PhD,6.2,201050.87
Data Scientist,Bachelor,4.8,180081.49
Cloud Architect,Bachelor,5.7,223139.07
Cloud Architect,Bachelor,6.9,232990.83
Software Engineer,Bachelor,2.7,137391.73
DevOps Engineer,PhD,6.8,185710.49
AI Researcher,Master,5.0,193560.53
Backend Developer,High School,6.3,163011.37
Software Engineer,Master,4.5,164229.14
Data Engineer,PhD,5.2,181384.76
DevOps Engineer,Bachelor,3.9,145610.92
Backend Developer,Master,4.0,142314.59
Software Engineer,Bachelor,4.1,151469.14
Data Engineer,Master,6.5,198250.71
Software Engineer,Master,5.6,168997.49
Data Scientist,Bachelor,6.2,191763.6
DevOps Engineer,Master,1.8,121162.23
Cloud Architect,Master,4.4,211660.84
Software Engineer,Master,4.2,168662.16
Software Engineer,Bachelor,3.9,143354.59
Data Scientist,PhD,8.3,234340.86
Software Engineer,Master,3.7,148750.95
Data Engineer,PhD,3.7,166676.54
AI Researcher,Bachelor,5.7,218146.67
ML Engineer,Bachelor,4.5,198098.87
AI Researcher,Master,8.3,235035.72
Backend Developer,Bachelor,7.6,178840.3
Data Engineer,Bachelor,6.3,175284.72
ML Engineer,Master,3.5,173586.09
Software Engineer,Bachelor,2.0,131030.44
Data Engineer,Master,4.4,166782.05
AI Researcher,Master,7.7,246824.07
Software Engineer,Master,4.8,165100.49
AI Researcher,High School,4.5,194552.9
DevOps Engineer,Bachelor,3.2,137207.58
Data Scientist,Master,1.9,152026.54
Cloud Architect,Bachelor,3.7,193854.6
Data Scientist,Bachelor,5.0,175617.65
DevOps Engineer,Bachelor,5.9,163044.14
AI Researcher,PhD,6.0,228344.61
Software Engineer,PhD,3.4,160407.2
Backend Developer,Master,1.8,116678.79
Software Engineer,Master,5.7,174780.58
Software Engineer,High School,5.9,172376.14
Software Engineer,Bachelor,1.4,116726.45
DevOps Engineer,Master,5.9,167521.9
DevOps Engineer,High School,3.1,135635.64
AI Researcher,Bachelor,9.2,255039.11
Data Engineer,Master,4.3,160113.33
Cloud Architect,Bachelor,5.0,211645.2
ML Engineer,PhD,5.5,205895.22
Data Engineer,Master,5.5,178954.93
DevOps Engineer,Master,5.9,171479.54
Data Scientist,Bachelor,7.2,202361.02
DevOps Engineer,PhD,4.2,156437.83
AI Researcher,Master,3.1,167647.24
DevOps Engineer,PhD,6.8,188089.15
DevOps Engineer,High School,5.8,168127.38
AI Researcher,Bachelor,4.1,185604.36
Backend Developer,PhD,6.3,173836.09
AI Researcher,Master,4.8,204902.7
Software Engineer,Master,5.1,160489.6
Cloud Architect,Master,4.6,200869.81
AI Researcher,Bachelor,6.1,207710.46
Data Scientist,PhD,5.7,198500.72
Software Engineer,PhD,6.6,192601.23
Backend Developer,Master,2.3,121158.67
AI Researcher,Bachelor,8.8,251168.97
Data Engineer,Master,8.7,214675.52
Backend Developer,High School,3.7,140411.43
AI Researcher,Bachelor,5.4,216522.25
ML Engineer,PhD,5.2,219196.82
AI Researcher,Bachelor,7.0,222849.69
Cloud Architect,Master,7.9,247781.14
Software Engineer,Bachelor,4.7,156880.16
Data Scientist,PhD,3.2,171303.25
Software Engineer,Master,6.0,176675.93
AI Researcher,Bachelor,5.1,205480.56
Data Scientist,Bachelor,1.0,127564.73
ML Engineer,Bachelor,9.3,261989.99
Backend Developer,PhD,3.5,152986.23
ML Engineer,Bachelor,2.3,160766.73
DevOps Engineer,Bachelor,5.5,164211.7
AI Researcher,Bachelor,7.0,228958.88
Cloud Architect,High School,5.5,220162.57
Cloud Architect,Master,7.1,242993.48
Software Engineer,Master,6.8,185895.38
Data Engineer,Bachelor,5.8,176289.61
ML Engineer,Master,0.0,143760.73
AI Researcher,Bachelor,4.0,189709.31
Data Engineer,Bachelor,5.6,178218.29
Software Engineer,Master,3.7,163357.89
Cloud Architect,Bachelor,5.5,211133.97
Data Engineer,Master,5.0,168642.08
Cloud Architect,Master,5.5,216802.02
DevOps Engineer,PhD,5.4,169008.05
ML Engineer,Bachelor,3.6,175702.04
ML Engineer,PhD,6.2,214232.92
AI Researcher,Master,4.3,189005.89
ML Engineer,Master,3.9,177807.74
Cloud Architect,Bachelor,1.5,162086.68
Data Scientist,Bachelor,8.0,226478.89
Backend Developer,Bachelor,4.9,141742.03
Data Engineer,Bachelor,5.1,171811.14
ML Engineer,PhD,4.9,218446.68
AI Researcher,Bachelor,8.1,233692.41
DevOps Engineer,Bachelor,4.9,153519.97
AI Researcher,PhD,4.3,207023.63
Data Engineer,High School,8.0,215454.04
AI Researcher,Master,7.4,234111.21
DevOps Engineer,Bachelor,7.3,180899.34
Data Engineer,PhD,6.3,202825.52
Backend Developer,Master,5.8,164728.85
Cloud Architect,PhD,6.1,243308.8
DevOps Engineer,High School,5.5,165607.21
Data Scientist,Bachelor,3.6,163868.23
Software Engineer,PhD,7.6,203800.99
Cloud Architect,Master,1.8,171156.82
Cloud Architect,Bachelor,6.0,220689.02
AI Researcher,Bachelor,6.7,221247.27
AI Researcher,Bachelor,3.7,186283.42
Software Engineer,Bachelor,3.0,139788.19
Data Engineer,Bachelor,2.6,136986.05
Backend Developer,Bachelor,4.2,134227.45
ML Engineer,PhD,1.8,172829.97
Backend Developer,Bachelor,5.9,161275.11
Backend Developer,Master,3.9,130006.2
AI Researcher,Bachelor,7.8,246342.27
Data Engineer,PhD,5.3,182761.24
Software Engineer,Master,6.2,187298.6
AI Researcher,PhD,4.3,210787.0
Cloud Architect,Bachelor,0.0,138264.76
AI Researcher,PhD,6.6,235565.26
DevOps Engineer,Bachelor,7.4,172358.11
DevOps Engineer,Bachelor,5.9,173053.7
AI Researcher,Bachelor,0.1,135973.62
Software Engineer,Bachelor,5.9,173487.31
AI Researcher,Master,2.7,177354.93
ML Engineer,Bachelor,5.0,196215.33
Data Engineer,Bachelor,2.9,147187.21
Backend Developer,Bachelor,5.6,152775.39
Data Scientist,High School,7.7,216233.11
AI Researcher,Master,5.2,205010.46
Data Engineer,Bachelor,5.1,177286.75
DevOps Engineer,Master,1.5,124575.14
DevOps Engineer,Bachelor,3.8,142525.76
Software Engineer,PhD,4.8,176737.82
Data Engineer,Master,4.3,161875.73
Cloud Architect,PhD,8.3,270026.33
Data Engineer,Bachelor,5.1,167528.68
ML Engineer,PhD,8.9,253826.41
DevOps Engineer,PhD,6.3,183705.17
Backend Developer,High School,1.3,116314.05
Software Engineer,Bachelor,7.1,179686.95
DevOps Engineer,PhD,4.9,169231.49
Data Scientist,PhD,9.0,230140.06
Software Engineer,Bachelor,3.3,147980.25
Data Engineer,Master,5.4,175657.67
DevOps Engineer,PhD,7.9,197939.85
Data Scientist,PhD,5.3,191460.4
Data Engineer,PhD,5.9,200919.56
Data Scientist,Bachelor,3.3,157516.51
Cloud Architect,Master,4.4,210518.62
Data Scientist,High School,2.9,145302.52
AI Researcher,High School,2.0,156053.64
AI Researcher,Master,2.0,160436.12
Cloud Architect,Master,7.4,241567.79
Backend Developer,High School,2.5,122319.75
Data Engineer,High School,6.6,201189.09
DevOps Engineer,Bachelor,3.8,142965.03
AI Researcher,Bachelor,7.0,226087.08
DevOps Engineer,PhD,3.1,142312.69
Cloud Architect,Master,3.5,191507.38
Backend Developer,PhD,2.8,130021.65
Data Scientist,Master,5.0,187322.81
Data Engineer,Bachelor,4.6,172229.92
DevOps Engineer,PhD,5.0,167357.14
Software Engineer,Bachelor,2.9,138215.19
Software Engineer,PhD,8.1,206366.6
AI Researcher,Bachelor,6.6,222685.74
Data Scientist,Master,5.9,195105.16
AI Researcher,High School,7.7,236344.86
DevOps Engineer,Master,2.1,123871.07
Cloud Architect,PhD,3.9,206377.04
Cloud Architect,Master,4.9,200213.15
Backend Developer,Bachelor,3.2,133921.49
Data Scientist,Bachelor,3.9,168645.07
Data Scientist,PhD,6.5,202139.33
Backend Developer,Bachelor,5.6,148733.12
Backend Developer,Bachelor,4.1,149574.78
DevOps Engineer,Master,5.3,163060.51
Data Scientist,Master,5.3,187681.86
Software Engineer,Bachelor,7.9,181582.42
Cloud Architect,Bachelor,6.3,229979.39
Data Scientist,Bachelor,4.4,168401.73
Software Engineer,Master,3.6,150922.87
DevOps Engineer,PhD,2.1,135933.17
Data Engineer,PhD,8.0,216328.13
Data Engineer,Bachelor,8.7,208036.37
Data Scientist,Bachelor,5.4,179545.05
ML Engineer,Bachelor,5.2,204470.24
Data Engineer,Bachelor,7.1,192877.29
ML Engineer,PhD,5.9,217968.64
Data Engineer,PhD,6.6,206930.06
Software Engineer,Bachelor,2.4,144483.18
Data Scientist,Bachelor,4.2,186283.78
Software Engineer,PhD,5.1,171394.33
Data Scientist,Bachelor,7.4,209645.23
Cloud Architect,PhD,6.0,234733.46
Cloud Architect,High School,0.3,136097.84
AI Researcher,Bachelor,8.6,239478.21
DevOps Engineer,Bachelor,3.6,139132.34
Backend Developer,High School,4.2,136358.51
Cloud Architect,PhD,4.4,212621.48
ML Engineer,High School,3.2,171678.68
AI Researcher,PhD,8.1,261842.3
